id,试卷名称,试题简介,words
988,-,"如图所示,AB为帽檐直径,CD为帽子高度.小明一看便说CD比AB高,而小红却认为小明这样的判断不一定对,理由是（8...",如图所示 ab 帽檐 直径 cd 帽子 高度 小明 一看 cd ab 而小红 认为 小明 这样 判断 一定 理由 ...
989,-,"某同学用最小刻度为1cm的刻度尺先后四次测得练习册的长度是18.0cm,18.1cm,18.2cm,18.3cm,则练习册的真实长...",同学 最小 刻度 1cm 刻度尺 先后 四次 练习册 长度 18.0 cm 18.1 cm 18.2 cm 18.3 cm 练习册 真实 ...
990,章末复习,下列温度值最接近实际的是(),章末 复习 下列 温度 接近 实际
991,章末复习,"(孝感中考)如图所示的四种物态变化的实例中,属于液化的是()",章末 复习 孝感 中考 如图所示 四种 物态 变化 实例 属于 液化
992,章末复习,"(聊城中考)如图,下列物态变化中,属于吸热的是()",章末 复习 聊城 中考 如图 下列 物态 变化 属于 吸热
993,章末复习,"(河南中考)下列对生活中的物理现象及其原因分析,错误的是()",章末 复习 河南 中考 下列 生活 物理现象 及其 原因 分析 错误
994,章末复习,"(甘孜中考)海波由固态加热变成液态时,温度随时间变化的图象如图所示,分析图象提供的信息,下列选项中正确的...",章末 复习 甘孜 中考 海波 固态 加热 变成 液态 温度 时间 变化 图象 如图所示 分析 图象 提供 信息 下列 选项 正确 ...
995,章末复习,"(贵港中考)缺水已是一个世界性的普遍现象,因此我们要珍惜每一滴水,海水淡化是解决缺水问题的方法之一.现在...",章末 复习 贵港 中考 缺水 一个 世界性 普遍现象 因此 我们 珍惜 一滴水 海水 淡化 解决 缺水 问题 方法 之一 现在 ...
996,章末复习,"(滨州中考)水是人类生存环境的重要组成部分.通过水的三态变化,地球上的水在不停地循环,关于水的三态变化分...",章末 复习 滨州 中考 水是 人类 生存环境 重要 组成部分 通过 三态变化 地球 不停 循环 关于 三态变化 ...
997,章末复习,"(黄石中考)关于热现象,下列说法中正确的是()",章末 复习 黄石 中考 关于 现象 下列 说法 正确
998,第1节　光的直线传播,"生活中许多物体可以发光,如图所示物体不属于光源的是()",直线传播 生活 许多 物体 可以 发光 如图所示 物体 属于 光源
999,第1节　光的直线传播,"关于光的传播,下列说法正确的是()",直线传播 关于 传播 下列 说法 正确
1000,第1节　光的直线传播,"(枣庄中考)阳光灿烂的日子,行走在绿树成荫的街道上,常常见到地面上有一些圆形的光斑,这些光斑是()",直线传播 枣庄 中考 阳光灿烂 日子 行走 绿树成荫 街道 常常 见到 地面 一些 圆形 光斑 这些 光斑
1001,第1节　光的直线传播,"太阳光从空气中进入河水中,它的传播速度()",直线传播 太阳光 空气 进入 河水 传播速度
1002,第1节　光的直线传播,"下列关于声和光的说法中,正确的是()",直线传播 下列 关于 声和光 说法 正确
1003,第1节　光的直线传播,"如图所示,下列叙述与图中情景不相符的是()",直线传播 如图所示 下列 叙述 情景 相符
1004,第1节　光的直线传播,"如图所示,晚间一行人经过一盏路灯,灯光照射人所形成的影子的长度会发生变化,变化的情况是()",直线传播 如图所示 晚间 一行 经过 一盏 路灯 灯光 照射 形成 影子 长度 发生变化 变化 情况
1005,第1节　光的直线传播,"在探究“树荫下光斑”的综合实践活动中,为了研究孔的大小对光斑形状的影响,小华设计了四种有不同...",直线传播 探究 树荫下 光斑 综合 实践 活动 为了 研究 大小 光斑 形状 影响 小华 设计 四种 不同 ...
1006,第3节  第1课时 汽化,"下列物态变化过程中,属于汽化的是()",课时 汽化 下列 物态 变化 过程 属于 汽化
1007,第3节  第1课时 汽化,"关于沸腾,下列说法中正确的是()",课时 汽化 关于 沸腾 下列 说法 正确
1008,第3节  第1课时 汽化,"如图所示,下列图象能反映水沸腾过程的是()",课时 汽化 如图所示 下列 图象 反映 沸腾 过程
1009,第3节  第1课时 汽化,"(北京中考)下列措施中,能使蒸发减慢的是()",课时 汽化 北京 中考 下列 措施 蒸发 减慢
1010,第3节  第1课时 汽化,"(西宁中考)为了节约用水,西宁市园艺工人利用滴灌的方法给道路两旁树木浇水,如图所示.他们把细水管放入树下...",课时 汽化 西宁 中考 为了 节约用水 西宁市 园艺 工人 利用 滴灌 方法 道路 两旁 树木 浇水 如图所示 他们 水管 放入 树下 ...
1011,第3节  第1课时 汽化,"夏天用电风扇吹,人会感到凉快,这是因为()",课时 汽化 夏天 电风扇 人会 感到 凉快 是因为
1012,第3节  第1课时 汽化,"(烟台中考)生活中常把碗放在锅里的水中蒸食物.如图所示.当锅里的水沸腾以后,碗中的水()",课时 汽化 烟台 中考 生活 中常 放在 锅里 水中 食物 如图所示 当锅 沸腾 以后
1013,第1节　光的直线传播,"以下物体:①太阳、②月亮、③闪闪发光的宝石、④正在放映的电影银幕、⑤萤火虫、⑥烛焰,其中属于光源的是__...",直线传播 以下 物体 太阳 月亮 闪闪发光 宝石 正在 放映 电影 银幕 萤火虫 烛焰 其中 属于 光源 __...
1014,第1节　光的直线传播,"如图是日全食现象,形成这种奇观是由于光是_______传播的,也说明光_______(填“能”或“不能...",直线传播 如图 日全食 现象 形成 这种 奇观 由于 光是 _______ 传播 说明 _______ 不能 ...
1015,第1节　光的直线传播,"(湘西中考)入夏后,江南进入多雨季节,应注意防汛防雷.下雨时常伴随着打雷和闪电发生,但我们总是先看到闪电后...",直线传播 湘西 中考 入夏 江南 进入 多雨 季节 注意 防汛 防雷 下雨 时常 伴随 打雷 闪电 发生 我们 总是 看到 闪电 ...
1016,第1节　光的直线传播,"在体育模考50 m跑步的测试时,起点发令的体育老师发令时,吹哨的同时将旗子向下挥,终点计时的体育老师以_____...",直线传播 体育 模考 50 跑步 测试 起点 发令 体育老师 发令 吹哨 同时 旗子 向下 终点 计时 体育老师 _____...
1017,第1节　光的直线传播,"现代建筑的外墙多数都喜欢安装双层落地玻璃,它不仅能够采光,还能更好地隔音,这是因为_______能在双层玻璃中...",直线传播 现代 建筑 外墙 多数 喜欢 安装 双层 落地 玻璃 不仅 能够 采光 更好 隔音 是因为 _______ 双层 玻璃 ...
1018,第1节　光的直线传播,"光在真空中传播速度为3×108 m/s,合_______km/h.为实现我国的探月计划,向月球发射的激光到达月球并返回地面...",直线传播 光在 真空 传播速度 108 _______ km 实现 我国 探月 计划 月球 发射 激光 到达 月球 返回地面 ...
1019,第1节　光的直线传播,"根据要求完成作图. (1)室内一盏电灯通过木板隔墙上的两个小洞,透出两条细小光束(如图甲所示).请根据这两条...",直线传播 根据 要求 完成 作图 室内 一盏 电灯 通过 木板 隔墙 两个 透出 两条 细小 光束 如图 所示 根据 两条 ...
1020,第1节　光的直线传播,"学习了光学知识后,爱动脑筋的小桐和小朵想自己探究小孔成像现象.如图所示,她们给两个空罐的底部中央分别打...",直线传播 学习 光学 知识 动脑筋 小桐 小朵 自己 探究 小孔 成像 现象 如图所示 她们 两个 空罐 底部 中央 分别 ...
1021,章末复习,"(泰安中考)如图所示为常用体温计,其读数为_______℃.",章末 复习 泰安 中考 如图所示 常用 体温计 读数 _______
1022,章末复习,"(赤峰中考)如图所示,温度计的示数为_______℃.",章末 复习 赤峰 中考 如图所示 温度计 示数 _______
1023,20年11月03日物理练习,"如图所示是小明同学设计的一个气体温度计的示意图.瓶中装的是气体,瓶塞不漏气,弯管中间有一段 液柱.  (1)这...",20 11 03 物理 练习 如图所示 小明 同学 设计 一个 气体 温度计 示意图 中装 气体 瓶塞 漏气 弯管 中间 一段 液柱 ...
1024,20年11月03日物理练习,"在制作液体温度计时,为了提高温度计的准确程度,下面措施可行的是( )",20 11 03 物理 练习 制作 液体 温度计 为了 提高 温度计 准确 程度 下面 措施 可行
1025,20年11月03日物理练习,"在一条长绳的一端系一个小铁块就做成了一个摆,要测出它摆动一个来回所用的时间(周期: T),方法是 :用秒表测...",20 11 03 物理 练习 一条 长绳 一端 一个 铁块 做成 一个 测出 摆动 一个 来回 所用 时间 周期 方法 秒表 ...
1026,20年11月03日物理练习,"晶体熔化的条件:晶体熔化的条件是温度先达到,然后继续",20 11 03 物理 练习 晶体 熔化 条件 晶体 熔化 条件 温度 达到 然后 继续
1027,11月04日物理课堂练习平面镜成像专题1,"检查视力的时候,视力表放在被测者头部的上方,被测者识别对面墙上镜子里视力表的像,如图所示.视力表在镜中的...",11 04 物理 课堂练习 平面镜 成像 专题 检查 视力 时候 视力表 放在 测者 头部 上方 测者 识别 对面 墙上 镜子 视力表 如图所示 视力表 ...
1028,11月04日物理课堂练习平面镜成像专题1,"(平面镜成像目的和结论)小明利用图甲探究“平面镜成像特点”,请回答下列问题:  (1)实验目的:探究...",11 04 物理 课堂练习 平面镜 成像 专题 平面镜 成像 目的 结论 小明 利用 图甲 探究 平面镜 成像 特点 回答 下列 问题 实验 目的 探究 ...
1029,11月04日物理课堂练习平面镜成像专题1,"如图所示,某市民正站在平面玻璃制的地铁安全门外候车.地铁到站后,安全门向两侧打开,该市民在左右两侧安全门...",11 04 物理 课堂练习 平面镜 成像 专题 如图所示 市民 正站 平面 玻璃 地铁 安全 门外 候车 地铁 安全门 两侧 打开 市民 左右 两侧 安全门 ...
1030,11月04日物理课堂练习平面镜成像专题1,"(课堂作业p65页第4题)小明从平面镜力看到镜子对电子钟示数的图像如图,这时的实际时刻是",11 04 物理 课堂练习 平面镜 成像 专题 课堂作业 p65 小明 平面镜 看到 镜子 电子钟 示数 图像 如图 这时 实际 时刻
1031,11月04日物理课堂练习平面镜成像专题1,"如图所示,一根蜡烛放在画有方格的平板上,蜡烛成像的位置在(  )",11 04 物理 课堂练习 平面镜 成像 专题 如图所示 一根 蜡烛 放在 画有 方格 平板 蜡烛 成像 位置
1032,11月04日物理课堂练习平面镜成像专题1,"如图,关于平面镜成像的实验,得出的结论是(    )",11 04 物理 课堂练习 平面镜 成像 专题 如图 关于 平面镜 成像 实验 得出 结论
1033,20年11月03日物理练习,"(2011武汉四月)(3分)在“观察水的沸腾”实验中,某实验小组记录的数据如下表所示:    (1)从记录的...",20 11 03 物理 练习 2011 武汉 四月 观察 沸腾 实验 实验 小组 记录 数据 如下 所示 记录 ...
1034,20年11月03日物理练习,汽化的两种形式:蒸发和沸腾.沸腾是液体（2个字nb）和（2个字bm）同时发生的剧烈的汽化现象;蒸发是在（4个字...,20 11 03 物理 练习 汽化 两种 形式 蒸发 沸腾 沸腾 液体 nb bm 同时 发生 剧烈 汽化 现象 蒸发 ...
1035,20年11月03日物理练习,"(2012武汉中考)如图所示,一位小朋友正在世博园内的风扇下“纳凉”.这种风扇能喷射大小为微米级(1...",20 11 03 物理 练习 2012 武汉 中考 如图所示 一位 小朋友 正在 世博园 风扇 纳凉 这种 风扇 喷射 大小 微米 ...
1036,11月23日物理课堂练习平面镜实验,"(平面镜成像目的和结论)小明利用图甲探究“平面镜成像特点”,请回答下列问题:  (1)实验目的:探究...",11 23 物理 课堂练习 平面镜 实验 平面镜 成像 目的 结论 小明 利用 图甲 探究 平面镜 成像 特点 回答 下列 问题 实验 目的 探究 ...
1037,11月23日物理课堂练习平面镜实验,"(平面镜成像器材)小明利用图甲探究“平面镜成像特点”,请回答下列问题: (1)在平面镜成像的实验中...",11 23 物理 课堂练习 平面镜 实验 平面镜 成像 器材 小明 利用 图甲 探究 平面镜 成像 特点 回答 下列 问题 平面镜 成像 实验 ...
1038,11月23日物理课堂练习平面镜实验,"(平面镜成像操作)小明利用图甲探究“平面镜成像特点”,下面是他实验的一些步骤:  (1)如图甲,(点...",11 23 物理 课堂练习 平面镜 实验 平面镜 成像 操作 小明 利用 图甲 探究 平面镜 成像 特点 下面 实验 一些 步骤 如图 ...
1039,11月23日物理课堂练习平面镜实验,"(平面镜成像目的和结论)小明利用图甲探究“平面镜成像特点”,请回答下列问题:  (1)实验目的:探究...",11 23 物理 课堂练习 平面镜 实验 平面镜 成像 目的 结论 小明 利用 图甲 探究 平面镜 成像 特点 回答 下列 问题 实验 目的 探究 ...
1040,11月23日物理课堂练习平面镜实验,"(平面镜成像器材)小明利用图甲探究“平面镜成像特点”,请回答下列问题: (1)在平面镜成像的实验中...",11 23 物理 课堂练习 平面镜 实验 平面镜 成像 器材 小明 利用 图甲 探究 平面镜 成像 特点 回答 下列 问题 平面镜 成像 实验 ...
1041,11月23日物理课堂练习平面镜实验,"(平面镜成像操作)小明利用图甲探究“平面镜成像特点”,下面是他实验的一些步骤:  (1)如图甲,(点...",11 23 物理 课堂练习 平面镜 实验 平面镜 成像 操作 小明 利用 图甲 探究 平面镜 成像 特点 下面 实验 一些 步骤 如图 ...
1042,章末复习,"(广东中考)实验室里常用的液体温度计是根据_______的规律制成的,如图所示,用液体温度计测量液体温度时,操作...",章末 复习 广东 中考 实验室 常用 液体 温度计 根据 _______ 规律 制成 如图所示 液体 温度计 测量 液体 温度 操作 ...
1043,章末复习,"(成都中考)冰箱内壁的霜是水蒸气凝华成的小冰晶,凝华过程中要_______热量;市面上销售的“无霜”...",章末 复习 成都 中考 冰箱 内壁 水蒸气 凝华 冰晶 凝华 过程 中要 _______ 热量 市面上 销售 无霜 ...
1044,章末复习,"(内江中考)夏天,从冰箱中取出饮料瓶.可观察到瓶子表面有小水珠,擦干后很快又形成,形成小水珠的物态变化是__...",章末 复习 内江 中考 夏天 冰箱 取出 饮料瓶 观察 瓶子 表面 水珠 擦干 很快 形成 形成 水珠 物态 变化 __...
1045,章末复习,"小明设计了一种灭火弹,弹内装有干冰(固态二氧化碳),将灭火弹投入火场,外壳破裂,干冰迅速_______(物态变化名...",章末 复习 小明 设计 一种 灭火弹 弹内 装有 干冰 固态 二氧化碳 灭火弹 投入 火场 外壳 破裂 干冰 迅速 _______ 物态 变化 ...
1046,章末复习,"如图是A、B两种物质熔化时的温度—时间图象,其中_______(填“A”或“B”)物质是晶体,...",章末 复习 如图 两种 物质 熔化 温度 时间 图象 其中 _______ 物质 晶体 ...
1047,章末复习,"(南充中考改编)小南同学用同一酒精灯加热,完成了冰的熔化和水的沸腾实验后,根据记录的数据,得到如图所示的...",章末 复习 南充 中考 改编 小南 同学 同一 酒精灯 加热 完成 熔化 沸腾 实验 根据 记录 数据 得到 如图所示 ...
